link
https://news.detik.com/berita/d-5671608/duduk-perkara-urusan-gaji-usai-jaksa-pinangki-masuk-bui
https://news.detik.com/berita/d-5671270/kejagung-soal-kabar-pinangki-masih-digaji-tak-benar
https://news.detik.com/berita/d-5671203/kejagung-pinangki-segera-diberhentikan-dengan-tak-hormat
https://news.detik.com/berita/d-5671037/jaksa-pinangki-belum-dipecat-meski-sudah-dibui-begini-aturan-mainnya
https://news.detik.com/berita/d-5670659/masih-digaji-meski-dibui-pinangki-baru-diproses-pemberhentian
https://news.detik.com/berita/d-5670320/maki-ungkap-jaksa-pinangki-sudah-dibui-tapi-belum-dipecat-dan-masih-digaji
https://news.detik.com/berita/d-5669143/legislator-nasdem-akan-ributkan-soal-eksekusi-pinangki-di-rdp-dpr
https://news.detik.com/berita/d-5667928/pengadil-kasus-ahok-dicecar-soal-putusan-pinangki-yang-disunat-pt-jakarta
https://news.detik.com/berita/d-5667074/pinangki-akhirnya-masuk-penjara-usai-jaksa-dikritik-sana-sini
https://news.detik.com/berita/d-5666654/potret-jaksa-pinangki-yang-akhirnya-dijebloskan-ke-bui
https://news.detik.com/berita/d-5666598/jaksa-pinangki-akhirnya-dieksekusi-ke-lapas-wanita-tangerang
https://news.detik.com/berita/d-5665849/geger-jaksa-pinangki-belum-dieksekusi
https://news.detik.com/berita/d-5665662/jaksa-belum-eksekusi-pinangki-karena-banyak-kerjaan-maki-tak-logis
https://news.detik.com/berita/d-5664292/kajari-jakpus-jelaskan-alasan-pinangki-sirna-malasari-belum-dieksekusi
https://news.detik.com/berita/d-5660744/4-hakim-yang-korting-vonis-djoko-tjandra-juga-penyunat-hukuman-pinangki
https://news.detik.com/berita/d-5645528/maki-minta-jaksa-agung-jelaskan-ke-publik-alasan-tak-kasasi-kasus-pinangki
https://news.detik.com/berita/d-5635424/kejagung-tak-kasasi-pinangki-komitmen-jokowi-lawan-korupsi-dipertanyakan
https://news.detik.com/berita/d-5633770/balada-pinangki-vonis-dipangkas-jadi-4-tahun-tapi-tak-dikasasi-jaksa
https://news.detik.com/berita/d-5633662/jaksa-dan-pengacara-sepakat-tak-kasasi-vonis-4-tahun-pinangki-inkrah
https://news.detik.com/berita/d-5632694/satire-icw-ke-jaksa-agung-karena-pertahankan-vonis-ringan-pinangki
https://news.detik.com/berita/d-5632360/ini-alasan-jaksa-tak-kasasi-vonis-pinangki-yang-disunat
https://news.detik.com/berita/d-5625865/gmki-kritik-kejagung-karena-belum-ajukan-kasasi-vonis-pinangki
https://news.detik.com/berita/d-5623248/maki-adukan-jaksa-agung-ke-jokowi-karena-tak-kunjung-kasasi-vonis-pinangki
https://news.detik.com/detiktv/d-5622203/eks-ketua-ky-ingin-rekam-jejak-hakim-penyunat-vonis-pinangki-ditelusuri
https://news.detik.com/berita/d-5622101/soroti-vonis-pinangki-disunat-eks-ketua-ky-jelaskan-cara-investigasi-hakim
https://news.detik.com/detiktv/d-5622080/eks-ketua-ky-soal-kasus-pinangki-salah-penanganan-dan-salah-kaprah
https://news.detik.com/berita/d-5618631/ahli-nilai-tak-sepantasnya-jampidsus-pertanyakan-balik-sunat-vonis-pinangki
https://news.detik.com/berita/d-5617076/icw-tak-habis-pikir-jampidsus-kejagung-heran-sunat-vonis-pinangki-diributkan
https://news.detik.com/berita/d-5616849/ini-bmw-x-5-yang-disebut-jampidsus-kejagung-dari-pinangki-untuk-negara
https://news.detik.com/berita/d-5616684/kejagung-belum-ajukan-kasasi-kenapa-sih-yang-dikejar-kejar-pinangki
https://news.detik.com/berita/d-5616673/jampidsus-kejagung-negara-dapat-mobil-dari-pinangki
https://news.detik.com/berita/d-5614558/menanti-kabar-jaksa-kasasi-vonis-pinangki-yang-disunat
https://news.detik.com/berita/d-5613233/rekam-jejak-para-hakim-penyunat-vonis-jaksa-pinangki
https://news.detik.com/berita/d-5612909/jungkat-jungkit-vonis-pinangki
https://news.detik.com/berita/d-5612880/dear-jaksa-agung-16-ribu-orang-minta-jaksa-kasasi-vonis-sunat-pinangki-lho
https://news.detik.com/detiktv/d-5612837/news-of-the-week-heboh-matahari-terbit-dari-utara-markis-kido-meninggal
https://news.detik.com/berita/d-5611791/vonis-pinangki-disunat-berujung-muncul-petisi-desak-hukuman-berat
https://news.detik.com/berita/d-5610845/15-ribu-orang-teken-petisi-online-desak-hukum-berat-jaksa-pinangki
https://news.detik.com/berita/d-5610690/sama-sama-ibu-mengapa-vonis-angelina-sondakh-dan-pinangki-berbeda
https://news.detik.com/berita/d-5609568/komnas-perempuan-soroti-angelina-sondakh-vs-pinangki-jaksa-harus-kasasi
https://finance.detik.com/berita-ekonomi-bisnis/d-5609417/jaksa-pinangki-masih-sempat-terima-gaji-pns-berapa-besarannya
https://news.detik.com/berita/d-5609064/kisah-jaksa-pinangki-usai-vonis-bersalah-status-melekat-vonis-disunat
https://finance.detik.com/infografis/d-5608846/fakta-jaksa-pinangki-yang-bikin-keki
https://finance.detik.com/berita-ekonomi-bisnis/d-5608144/diberhentikan-sementara-dari-pns-jaksa-pinangki-masih-terima-gaji
https://news.detik.com/berita/d-5607864/hingga-vonis-10-tahun-disunat-jaksa-pinangki-belum-dipecat
https://news.detik.com/detiktv/d-5606798/sorotan-vonis-pinangki-yang-disunat-dari-10-jadi-4-tahun-bui
https://news.detik.com/berita/d-5606711/vonis-jaksa-pinangki-disunat-kejari-jakpus-belum-tentukan-sikap
